player_id,name,pos,team,season,week,att,cmp,pass_epa,sacks,cpoe,car,tgt,rec,rec_ay,tgt_share,ay_share,team_car,team_rb_touch,fp_ppr,fp_exp,fp_act,snaps,team_snaps
00-0037238,Drake London,WR,ATL,2026,2,0,0,0.0,0,,1,5,4,23,0.1613,0.1447,32,32,8.9,8.17,8.9,43,69
00-0037239,Chris Olave,WR,NO,2026,1,0,0,0.0,0,,0,13,10,234,0.25,0.4845,25,28,28.2,21.95,28.2,77,90
00-0037239,Chris Olave,WR,NO,2026,2,0,0,0.0,0,,0,10,8,104,0.3125,0.4883,27,25,22.6,17.11,22.6,57,68
00-0037240,Jameson Williams,WR,DET,2026,1,0,0,0.0,0,,0,9,4,127,0.2308,0.6135,33,37,8.5,19.53,8.5,65,77
00-0037240,Jameson Williams,WR,DET,2026,2,0,0,0.0,0,,0,4,2,50,0.1053,0.1484,20,24,5.3,5.81,5.3,63,65
00-0037247,George Pickens,WR,DAL,2026,1,0,0,0.0,0,,0,6,3,104,0.2,0.3366,18,20,5.8,8.92,5.8,49,58
00-0037247,George Pickens,WR,DAL,2026,2,0,0,0.0,0,,0,8,6,83,0.2581,0.3402,21,19,10.0,14.19,10.0,42,55
00-0037248,James Cook,RB,BUF,2026,1,0,0,0.0,0,,13,4,3,-4,0.1429,-0.0104,21,18,9.9,11.83,9.9,42,58
00-0037248,James Cook,RB,BUF,2026,2,0,0,0.0,0,,21,3,1,1,0.1071,0.0043,36,22,20.9,21.56,20.9,55,74
00-0037252,Greg Dulcich,TE,MIA,2026,1,0,0,0.0,0,,0,2,2,1,0.0741,0.0032,18,16,3.8,2.89,3.8,43,56
00-0037252,Greg Dulcich,TE,MIA,2026,2,0,0,0.0,0,,0,3,2,10,0.1304,0.0592,29,29,3.7,4.71,3.7,36,59
00-0037256,Rachaad White,RB,WAS,2026,1,0,0,0.0,0,,7,2,2,-10,0.069,-0.0315,32,30,4.7,6.31,4.7,29,71
00-0037256,Rachaad White,RB,WAS,2026,2,0,0,0.0,0,,7,6,6,8,0.1765,0.0223,32,31,14.3,13.54,14.3,37,71
00-0037261,Khalil Shakir,WR,BUF,2026,1,0,0,0.0,0,,0,6,4,39,0.2143,0.1018,21,18,9.0,14.5,8.0,31,58
00-0037261,Khalil Shakir,WR,BUF,2026,2,0,0,0.0,0,,0,6,3,73,0.2143,0.3106,36,22,6.8,11.8,6.8,36,73
00-0037263,Tyler Allgeier,RB,ARI,2026,1,0,0,0.0,0,,17,2,2,-5,0.0541,-0.0177,34,32,9.0,12.88,9.0,44,75
00-0037263,Tyler Allgeier,RB,ARI,2026,2,0,0,0.0,0,,5,2,2,-3,0.0769,-0.0275,17,21,3.9,4.38,3.9,32,50
00-0037291,Jalen Nailor,WR,LV,2026,1,0,0,0.0,0,,0,5,3,64,0.1724,0.2832,37,36,5.7,8.32,5.7,41,68
00-0037291,Jalen Nailor,WR,LV,2026,2,0,0,0.0,0,,0,3,1,27,0.1034,0.0954,29,28,1.9,5.24,1.9,38,63
00-0037292,Andrew Ogletree,TE,IND,2026,1,0,0,0.0,0,,0,1,0,3,0.0345,0.0149,20,23,0.0,1.59,0.0,6,55
00-0037292,Andrew Ogletree,TE,IND,2026,2,0,0,0.0,0,,0,1,0,4,0.0333,0.0247,32,30,0.0,1.41,0.0,19,66
00-0037525,Jordan Mason,RB,MIN,2026,1,0,0,0.0,0,,15,0,0,0.0,0.0,0.0,34,28,11.9,9.98,11.9,29,64
00-0037545,Rashid Shaheed,WR,SEA,2026,1,0,0,0.0,0,,0,3,1,19,0.125,0.1234,22,24,1.4,4.23,1.4,33,50
00-0037545,Rashid Shaheed,WR,SEA,2026,2,0,0,0.0,0,,1,6,3,67,0.2308,0.2952,40,40,6.9,11.35,6.9,39,70
00-0037557,Ronnie Rivers,RB,LA,2026,1,0,0,0.0,0,,5,1,1,2,0.037,0.0078,29,30,3.4,5.14,3.4,8,62
00-0037664,Alec Pierce,WR,IND,2026,1,0,0,0.0,0,,0,6,4,103,0.2069,0.5124,20,23,10.1,11.68,10.1,32,54
00-0037664,Alec Pierce,WR,IND,2026,2,0,0,0.0,0,,0,1,1,10,0.0333,0.0617,32,30,2.1,1.6,2.1,17,65
00-0037740,Garrett Wilson,WR,NYJ,2026,1,0,0,0.0,0,,0,7,6,77,0.3043,0.4583,39,34,13.9,12.46,13.9,50,67
00-0037740,Garrett Wilson,WR,NYJ,2026,2,0,0,0.0,0,,0,7,5,75,0.1944,0.2988,27,27,16.7,12.08,16.7,65,74
00-0037741,Jahan Dotson,WR,ATL,2026,1,0,0,0.0,0,,0,3,1,52,0.1579,0.6753,31,38,2.9,5.4,2.9,38,60
00-0037741,Jahan Dotson,WR,ATL,2026,2,0,0,0.0,0,,0,4,2,48,0.129,0.3019,32,32,3.1,5.51,3.1,52,69
00-0037742,Treylon Burks,WR,WAS,2026,2,0,0,0.0,0,,0,1,0,56,0.0294,0.156,32,31,0.0,3.85,0.0,21,70
00-0037744,Trey McBride,TE,ARI,2026,1,0,0,0.0,0,,0,13,9,89,0.3514,0.3145,34,32,24.5,24.2,24.5,60,75
00-0037744,Trey McBride,TE,ARI,2026,2,0,0,0.0,0,,0,10,8,36,0.3846,0.3303,17,21,18.1,17.81,18.1,44,50
00-0037746,Brian Robinson,RB,ATL,2026,1,0,0,0.0,0,,9,0,0,0.0,0.0,0.0,31,38,3.1,4.02,3.1,15,60
00-0037746,Brian Robinson,RB,ATL,2026,2,0,0,0.0,0,,11,2,2,0.0,0.0645,0.0,32,32,8.7,8.53,8.7,33,69
00-0037801,KaVontae Turpin,WR,DAL,2026,1,0,0,0.0,0,,0,1,1,1,0.0333,0.0032,18,20,1.8,1.29,1.8,8,57
00-0037801,KaVontae Turpin,WR,DAL,2026,2,0,0,0.0,0,,1,0,0,0.0,0.0,0.0,21,19,0.1,1.64,0.1,5,56
00-0037805,Jeremy Ruckert,TE,NYJ,2026,1,0,0,0.0,0,,0,1,1,1,0.0435,0.006,39,34,1.4,1.54,1.4,29,67
00-0037805,Jeremy Ruckert,TE,NYJ,2026,2,0,0,0.0,0,,0,2,2,-10,0.0556,-0.0398,27,27,2.5,2.89,2.5,25,74
00-0037809,Chig Okonkwo,TE,WAS,2026,1,0,0,0.0,0,,0,3,2,39,0.1034,0.123,32,30,3.6,5.09,3.6,39,70
00-0037816,Romeo Doubs,WR,NE,2026,1,0,0,0.0,0,,0,3,0,75,0.0968,0.3394,31,31,0.0,6.29,0.0,40,71
00-0037816,Romeo Doubs,WR,NE,2026,2,0,0,0.0,0,,0,4,3,76,0.1905,0.3878,28,26,12.6,6.62,12.6,37,55
00-0037834,Brock Purdy,QB,SF,2026,1,34,25,4.826,0,0.772,5,0,0,0.0,0.0,0.0,30,30,21.1,23.5,21.1,65,65
00-0037834,Brock Purdy,QB,SF,2026,2,22,20,23.33,0,29.04,3,0,0,0.0,0.0,0.0,27,25,28.5,18.15,28.48,44,52
00-0037838,Isaiah Likely,TE,NYG,2026,1,0,0,0.0,0,,0,8,8,64,0.2759,0.2612,37,30,27.8,17.69,27.8,34,69
00-0037838,Isaiah Likely,TE,NYG,2026,2,0,0,0.0,0,,0,10,5,48,0.3125,0.1408,21,23,8.3,14.39,8.3,40,58
00-0037840,Kyren Williams,RB,LA,2026,1,0,0,0.0,0,,11,3,3,7,0.1111,0.0275,29,30,15.5,12.55,15.5,39,61
00-0037840,Kyren Williams,RB,LA,2026,2,0,0,0.0,0,,12,2,2,5,0.0667,0.0151,28,27,15.7,12.4,15.7,34,62
00-0038041,Jake Ferguson,TE,DAL,2026,1,0,0,0.0,0,,0,2,2,6,0.0667,0.0194,18,20,2.6,6.04,2.6,44,58
00-0038041,Jake Ferguson,TE,DAL,2026,2,0,0,0.0,0,,0,4,4,29,0.129,0.1189,21,19,20.3,11.03,20.3,33,55
00-0038046,Charlie Kolar,TE,LAC,2026,2,0,0,0.0,0,,0,3,3,11,0.1154,0.0409,32,31,5.1,4.43,5.1,42,68
00-0038090,Skyy Moore,WR,GB,2026,1,0,0,0.0,0,,0,1,0,12,0.025,0.0256,21,20,0.0,3.05,0.0,4,67
00-0038090,Skyy Moore,WR,GB,2026,2,0,0,0.0,0,,0,3,2,43,0.1034,0.1991,18,21,2.6,4.2,2.6,21,58
00-0038102,Kenny Pickett,QB,CAR,2026,1,1,0,-0.381,0,-77.157,1,0,0,0.0,0.0,0.0,22,23,2.4,0.94,2.4,7,70
00-0038102,Kenny Pickett,QB,CAR,2026,2,0,0,0.0,0,,1,0,0,0.0,0.0,0.0,22,23,-0.4,-0.1,-0.4,4,67
00-0038104,Tyquan Thornton,WR,KC,2026,1,0,0,0.0,0,,0,1,0,36,0.04,0.2707,38,36,0.0,2.5,0.0,47,69
00-0038104,Tyquan Thornton,WR,KC,2026,2,0,0,0.0,0,,0,4,4,85,0.093,0.3244,29,34,12.6,7.16,12.6,47,80
00-0038115,Daniel Bellinger,TE,TEN,2026,1,0,0,0.0,0,,0,1,1,1,0.0357,0.0053,14,13,1.7,1.26,1.7,14,50
00-0038115,Daniel Bellinger,TE,TEN,2026,2,0,0,0.0,0,,0,1,0,4,0.0588,0.0286,29,28,0.0,1.55,0.0,24,53
00-0038117,Wan'Dale Robinson,WR,TEN,2026,1,0,0,0.0,0,,0,6,5,23,0.2143,0.1211,14,13,8.8,8.27,8.8,41,50
00-0038117,Wan'Dale Robinson,WR,TEN,2026,2,0,0,0.0,0,,0,1,1,6,0.0588,0.0429,29,28,1.9,1.3,1.9,28,53
00-0038120,Breece Hall,RB,NYJ,2026,1,0,0,0.0,0,,22,2,2,3,0.087,0.0179,39,34,19.8,16.18,19.8,39,67
00-0038120,Breece Hall,RB,NYJ,2026,2,0,0,0.0,0,,16,5,5,-1,0.1389,-0.004,27,27,14.2,14.59,14.2,48,74
00-0038124,Christian Watson,WR,GB,2026,1,0,0,0.0,0,,0,8,6,127,0.2,0.2708,21,20,32.7,16.57,32.7,52,68
00-0038124,Christian Watson,WR,GB,2026,2,0,0,0.0,0,,0,11,4,86,0.3793,0.3981,18,21,14.1,18.7,14.1,53,59
00-0038128,Malik Willis,QB,MIA,2026,1,27,15,-5.49,5,-8.85,6,0,0,0.0,0.0,0.0,18,16,16.7,12.96,16.7,56,56
00-0038128,Malik Willis,QB,MIA,2026,2,23,14,4.454,4,-8.617,2,0,0,0.0,0.0,0.0,29,29,12.5,7.04,12.48,59,59
00-0038129,Cade Otton,TE,TB,2026,1,0,0,0.0,0,,0,5,3,32,0.1852,0.2238,20,21,5.6,8.93,5.6,56,57
00-0038129,Cade Otton,TE,TB,2026,2,0,0,0.0,0,,0,6,5,45,0.1818,0.1069,25,26,8.8,8.87,8.8,58,65
00-0038134,Kenneth Walker III,RB,KC,2026,1,0,0,0.0,0,,23,6,3,-2,0.24,-0.015,38,36,34.1,26.15,34.1,47,69
00-0038134,Kenneth Walker III,RB,KC,2026,2,0,0,0.0,0,,24,10,6,13,0.2326,0.0496,29,34,23.8,36.31,23.8,66,80
00-0038359,Xavier Smith,WR,LA,2026,2,0,0,0.0,0,,0,1,0,0.0,0.0333,0.0,28,27,0.0,2.07,0.0,26,62
00-0038393,Dontayvion Wicks,WR,PHI,2026,1,0,0,0.0,0,,0,4,2,79,0.1818,0.3511,25,20,15.3,8.67,15.3,50,55
00-0038393,Dontayvion Wicks,WR,PHI,2026,2,0,0,0.0,0,,0,6,5,69,0.1765,0.2363,32,29,12.4,8.98,12.4,47,76
00-0038416,Tyson Bagent,QB,CHI,2026,2,9,5,-2.844,1,8.034,0,0,0,0.0,0.0,0.0,31,33,2.2,7.02,2.16,10,71
00-0038454,Keaton Mitchell,RB,LAC,2026,1,0,0,0.0,0,,4,0,0,0.0,0.0,0.0,21,16,0.9,3.35,0.9,17,55
00-0038454,Keaton Mitchell,RB,LAC,2026,2,0,0,0.0,0,,5,1,1,3,0.0385,0.0112,32,31,4.9,4.3,4.9,17,68
00-0038488,Brady Russell,RB,SEA,2026,1,0,0,0.0,0,,0,2,2,6,0.0833,0.039,22,24,4.0,3.12,4.0,17,50
00-0038542,Bijan Robinson,RB,ATL,2026,1,0,0,0.0,0,,21,10,8,-30,0.5263,-0.3896,31,38,31.3,22.57,31.3,46,60
00-0038542,Bijan Robinson,RB,ATL,2026,2,0,0,0.0,0,,16,4,3,12,0.129,0.0755,32,32,11.1,13.36,11.1,35,69
00-0038543,Jaxon Smith-Njigba,WR,SEA,2026,1,0,0,0.0,0,,0,11,8,76,0.4583,0.4935,22,24,26.2,18.62,26.2,45,50
00-0038543,Jaxon Smith-Njigba,WR,SEA,2026,2,0,0,0.0,0,,0,11,9,121,0.4231,0.533,40,40,42.5,21.44,42.5,47,70
00-0038544,Quentin Johnston,WR,LAC,2026,1,0,0,0.0,0,,0,6,2,39,0.2222,0.1429,21,16,3.7,9.26,3.7,43,55
00-0038544,Quentin Johnston,WR,LAC,2026,2,0,0,0.0,0,,1,5,1,64,0.1923,0.2379,32,31,2.4,8.09,2.4,55,68
00-0038547,Luke Schoonmaker,TE,DAL,2026,1,0,0,0.0,0,,0,1,1,12,0.0333,0.0388,18,20,2.2,1.78,2.2,13,59
00-0038551,Kendre Miller,RB,NO,2026,1,0,0,0.0,0,,9,0,0,0.0,0.0,0.0,25,28,9.0,5.41,9.0,26,90
00-0038555,Tank Bigsby,RB,PHI,2026,1,0,0,0.0,0,,1,0,0,0.0,0.0,0.0,25,20,0.3,0.48,0.3,6,55
00-0038555,Tank Bigsby,RB,PHI,2026,2,0,0,0.0,0,,13,2,2,-8,0.0588,-0.0274,32,29,11.8,11.08,11.8,26,76
00-0038558,Darnell Washington,TE,PIT,2026,1,0,0,0.0,0,,0,2,2,6,0.0541,0.0147,21,25,3.8,2.92,3.8,43,67
00-0038558,Darnell Washington,TE,PIT,2026,2,0,0,0.0,0,,0,2,1,4,0.0541,0.0186,23,24,1.7,2.73,1.7,37,70
00-0038559,Michael Wilson,WR,ARI,2026,1,0,0,0.0,0,,0,7,5,83,0.1892,0.2933,34,32,10.6,11.13,10.6,64,75
00-0038559,Michael Wilson,WR,ARI,2026,2,0,0,0.0,0,,0,7,2,50,0.2692,0.4587,17,21,3.8,8.92,3.8,47,50
00-0038563,Tre Tucker,WR,LV,2026,1,0,0,0.0,0,,0,4,2,50,0.1379,0.2212,37,36,4.7,7.13,4.7,48,68
00-0038563,Tre Tucker,WR,LV,2026,2,0,0,0.0,0,,0,7,5,143,0.2414,0.5053,29,28,22.9,12.38,22.9,37,63
00-0038573,Derius Davis,WR,LAC,2026,1,0,0,0.0,0,,0,1,0,55,0.037,0.2015,21,16,0.0,2.74,0.0,10,56
00-0038573,Derius Davis,WR,LAC,2026,2,0,0,0.0,0,,0,1,0,14,0.0385,0.052,32,31,0.0,1.58,0.0,8,67
00-0038597,Chase Brown,RB,CIN,2026,1,0,0,0.0,0,,16,6,5,-12,0.1765,-0.0531,27,29,18.8,20.26,18.8,46,64
00-0038597,Chase Brown,RB,CIN,2026,2,0,0,0.0,0,,20,5,3,-15,0.1613,-0.0867,23,26,11.2,15.96,11.2,42,60
00-0038606,Parker Washington,WR,JAX,2026,1,0,0,0.0,0,,0,6,5,102,0.2857,0.4215,32,27,19.3,11.87,19.3,35,57
00-0038606,Parker Washington,WR,JAX,2026,2,0,0,0.0,0,,0,12,7,177,0.4286,0.5861,24,25,16.8,19.13,16.8,48,59
00-0038608,Kayshon Boutte,WR,HOU,2026,1,0,0,0.0,0,,0,2,1,32,0.0541,0.0994,32,33,3.1,4.17,3.1,36,78
00-0038608,Kayshon Boutte,WR,HOU,2026,2,0,0,0.0,0,,0,5,3,66,0.1,0.1389,18,21,6.7,9.54,6.7,58,81
00-0038611,Chris Rodriguez Jr.,RB,JAX,2026,1,0,0,0.0,0,,6,0,0,0.0,0.0,0.0,32,27,2.3,3.22,2.3,23,58
00-0038611,Chris Rodriguez Jr.,RB,JAX,2026,2,0,0,0.0,0,,6,0,0,0.0,0.0,0.0,24,25,1.3,4.39,1.3,13,59
00-0038618,Xavier Hutchinson,WR,HOU,2026,1,0,0,0.0,0,,0,6,3,57,0.1622,0.177,32,33,6.2,8.7,6.2,44,79
00-0038618,Xavier Hutchinson,WR,HOU,2026,2,0,0,0.0,0,,0,9,3,112,0.18,0.2358,18,21,6.7,14.76,6.7,65,80
00-0038619,Andrei Iosivas,WR,CIN,2026,1,0,0,0.0,0,,0,3,2,15,0.0882,0.0664,27,29,3.2,7.13,3.2,39,64
00-0038619,Andrei Iosivas,WR,CIN,2026,2,0,0,0.0,0,,0,1,1,6,0.0323,0.0347,23,26,1.7,1.67,1.7,32,60
00-0038621,DeMario Douglas,WR,NE,2026,1,0,0,0.0,0,,0,7,5,44,0.2258,0.1991,31,31,7.0,9.92,7.0,44,71
00-0038621,DeMario Douglas,WR,NE,2026,2,0,0,0.0,0,,0,2,1,0.0,0.0952,0.0,28,26,1.9,2.87,1.9,26,55
00-0038685,Chris Brooks,RB,GB,2026,1,0,0,0.0,0,,7,1,0,-6,0.025,-0.0128,21,20,2.9,5.2,2.9,38,68
00-0038685,Chris Brooks,RB,GB,2026,2,0,0,0.0,0,,4,2,1,-2,0.069,-0.0093,18,21,3.6,5.05,3.6,27,59
00-0038705,Emari Demercado,RB,DAL,2026,1,0,0,0.0,0,,2,0,0,0.0,0.0,0.0,18,20,0.7,0.96,0.7,5,56
00-0038705,Emari Demercado,RB,DAL,2026,2,0,0,0.0,0,,3,0,0,0.0,0.0,0.0,21,19,0.8,1.84,0.8,9,56
00-0038710,Blake Whiteheart,TE,CLE,2026,1,0,0,0.0,0,,0,1,1,6,0.0455,0.0263,22,18,2.4,1.68,2.4,20,51
00-0038710,Blake Whiteheart,TE,CLE,2026,2,0,0,0.0,0,,0,2,1,6,0.0667,0.0556,23,21,8.7,2.82,8.7,27,57
00-0038728,Jared Wayne,WR,HOU,2026,1,0,0,0.0,0,,0,1,1,12,0.027,0.0373,32,33,2.2,2.25,2.2,25,78
00-0038728,Jared Wayne,WR,HOU,2026,2,0,0,0.0,0,,0,7,2,104,0.14,0.2189,18,21,5.3,14.13,5.3,40,80
00-0038738,Hunter Luepke,RB,DAL,2026,1,0,0,0.0,0,,1,0,0,0.0,0.0,0.0,18,20,0.7,0.7,0.7,15,58
00-0038738,Hunter Luepke,RB,DAL,2026,2,0,0,0.0,0,,1,0,0,0.0,0.0,0.0,21,19,0.1,0.31,0.1,10,56
00-0038783,Nate Adkins,TE,DEN,2026,2,0,0,0.0,0,,1,3,3,24,0.1034,0.0896,28,26,12.8,6.32,12.8,23,62
00-0038794,Jaleel McLaughlin,RB,CLE,2026,2,0,0,0.0,0,,1,1,0,1,0.0333,0.0093,23,21,0.3,1.96,0.3,8,57
00-0038797,Emanuel Wilson,RB,SEA,2026,1,0,0,0.0,0,,2,0,0,0.0,0.0,0.0,22,24,0.3,0.75,0.3,3,50
00-0038797,Emanuel Wilson,RB,SEA,2026,2,0,0,0.0,0,,21,1,0,1,0.0385,0.0044,40,40,9.2,21.57,9.2,29,71
00-0038824,Ryan Miller,WR,MIA,2026,2,0,0,0.0,0,,0,1,1,41,0.0435,0.2426,29,29,14.7,1.61,14.7,7,58
00-0038933,Dalton Kincaid,TE,BUF,2026,1,0,0,0.0,0,,0,6,5,98,0.2143,0.2559,21,18,18.0,10.73,18.0,42,58
00-0038933,Dalton Kincaid,TE,BUF,2026,2,0,0,0.0,0,,0,8,7,84,0.2857,0.3574,36,22,22.5,16.74,22.5,49,74
00-0038935,Brenton Strange,TE,JAX,2026,1,0,0,0.0,0,,0,3,2,34,0.1429,0.1405,32,27,10.3,7.49,10.3,39,57
00-0038935,Brenton Strange,TE,JAX,2026,2,0,0,0.0,0,,0,2,2,17,0.0714,0.0563,24,25,3.7,3.51,3.7,49,59
00-0038994,Jordan Addison,WR,MIN,2026,1,0,0,0.0,0,,0,2,0,27,0.087,0.1534,34,28,0.0,3.22,0.0,54,65
00-0038994,Jordan Addison,WR,MIN,2026,2,0,0,0.0,0,,0,5,2,43,0.2632,0.2739,28,27,4.1,8.07,4.1,46,52
00-0038996,Tucker Kraft,TE,GB,2026,1,0,0,0.0,0,,0,6,3,82,0.15,0.1748,21,20,9.5,10.69,9.5,45,68
00-0038996,Tucker Kraft,TE,GB,2026,2,0,0,0.0,0,,0,3,2,10,0.1034,0.0463,18,21,3.5,4.87,3.5,58,59
00-0038997,Josh Downs,WR,IND,2026,1,0,0,0.0,0,,0,4,2,36,0.1379,0.1791,20,23,5.7,6.13,5.7,48,54
00-0038997,Josh Downs,WR,IND,2026,2,0,0,0.0,0,,0,9,7,73,0.3,0.4506,32,30,14.2,13.24,14.2,54,65
00-0039032,Tyjae Spears,RB,TEN,2026,1,0,0,0.0,0,,3,4,2,-12,0.1429,-0.0632,14,13,4.4,7.26,4.4,25,50
00-0039032,Tyjae Spears,RB,TEN,2026,2,0,0,0.0,0,,7,2,2,1,0.1176,0.0071,29,28,9.0,6.12,9.0,19,53
00-0039040,De'Von Achane,RB,MIA,2026,1,0,0,0.0,0,,11,5,4,4,0.1852,0.0129,18,16,10.6,11.63,10.6,48,56
00-0039040,De'Von Achane,RB,MIA,2026,2,0,0,0.0,0,,20,6,3,24,0.2609,0.142,29,29,12.3,20.1,12.3,45,59
00-0039062,Jonathan Mingo,WR,DAL,2026,1,0,0,0.0,0,,0,1,1,11,0.0333,0.0356,18,20,2.0,1.48,2.0,11,58
00-0039064,Zay Flowers,WR,BAL,2026,1,0,0,0.0,0,,0,6,5,91,0.25,0.3383,37,32,26.0,11.91,26.0,20,69
00-0039065,Sam LaPorta,TE,DET,2026,1,0,0,0.0,0,,0,8,5,7,0.2051,0.0338,33,37,9.8,15.23,9.8,62,77
00-0039065,Sam LaPorta,TE,DET,2026,2,0,0,0.0,0,,0,7,6,23,0.1842,0.0682,20,24,17.2,13.75,17.2,64,65
00-0039066,Michael Mayer,TE,LV,2026,1,0,0,0.0,0,,0,7,6,28,0.2414,0.1239,37,36,9.2,12.94,9.2,55,68
00-0039066,Michael Mayer,TE,LV,2026,2,0,0,0.0,0,,0,4,3,18,0.1379,0.0636,29,28,5.3,6.22,5.3,53,63
00-0039067,Rashee Rice,WR,KC,2026,1,0,0,0.0,0,,0,2,2,6,0.08,0.0451,38,36,9.9,2.99,9.9,57,69
00-0039067,Rashee Rice,WR,KC,2026,2,0,0,0.0,0,,0,6,4,45,0.1395,0.1718,29,34,12.3,9.92,12.3,63,80
00-0039074,Davis Allen,TE,LA,2026,1,0,0,0.0,0,,0,1,1,-1,0.037,-0.0039,29,30,2.3,1.55,2.3,21,62
00-0039074,Davis Allen,TE,LA,2026,2,0,0,0.0,0,,0,1,1,2,0.0333,0.006,28,27,1.7,1.62,1.7,32,62
00-0039075,Puka Nacua,WR,LA,2026,1,0,0,0.0,0,,0,9,5,115,0.3333,0.451,29,30,12.4,17.84,12.4,43,61
00-0039107,Stetson Bennett,QB,LA,2026,1,3,2,0.189,0,-5.17,1,0,0,0.0,0.0,0.0,29,30,1.4,1.72,1.42,10,62
00-0039139,Jahmyr Gibbs,RB,DET,2026,1,0,0,0.0,0,,29,5,5,-4,0.1282,-0.0193,33,37,33.6,32.96,33.6,57,77
00-0039139,Jahmyr Gibbs,RB,DET,2026,2,0,0,0.0,0,,16,8,6,34,0.2105,0.1009,20,24,23.3,21.9,23.3,54,65
00-0039146,Jayden Reed,WR,GB,2026,1,0,0,0.0,0,,0,7,3,50,0.175,0.1066,21,20,5.0,11.4,5.0,39,68
00-0039146,Jayden Reed,WR,GB,2026,2,0,0,0.0,0,,0,1,1,-5,0.0345,-0.0231,18,21,1.4,1.28,1.4,2,67
00-0039150,Bryce Young,QB,CAR,2026,1,37,23,15.52,2,6.635,2,0,0,0.0,0.0,0.0,22,23,31.4,20.17,31.44,61,68
00-0039150,Bryce Young,QB,CAR,2026,2,36,23,11.07,2,11.589,1,0,0,0.0,0.0,0.0,22,23,24.1,32.97,24.08,62,66
00-0039163,C.J. Stroud,QB,HOU,2026,1,38,26,1.496,3,3.162,2,0,0,0.0,0.0,0.0,32,33,16.5,16.27,20.46,79,79
00-0039163,C.J. Stroud,QB,HOU,2026,2,55,30,-6.359,4,-8.431,3,0,0,0.0,0.0,0.0,18,21,17.0,22.77,17.02,80,80
00-0039299,George Holani,RB,SEA,2026,1,0,0,0.0,0,,8,1,0,6,0.0417,0.039,22,24,2.9,6.37,2.9,23,50
00-0039299,George Holani,RB,SEA,2026,2,0,0,0.0,0,,4,1,1,-4,0.0385,-0.0176,40,40,2.5,8.22,2.5,18,69
00-0039337,Malik Nabers,WR,NYG,2026,1,0,0,0.0,0,,0,9,6,103,0.3103,0.4204,37,30,12.9,15.64,12.9,36,69
00-0039337,Malik Nabers,WR,NYG,2026,2,0,0,0.0,0,,0,4,1,77,0.125,0.2258,21,23,1.1,7.66,1.1,43,58
00-0039342,Xavier Legette,WR,CAR,2026,1,0,0,0.0,0,,0,2,0,20,0.0588,0.0546,22,23,0.0,3.14,0.0,36,68
00-0039342,Xavier Legette,WR,CAR,2026,2,0,0,0.0,0,,0,4,2,77,0.125,0.2476,22,23,8.4,7.68,8.4,33,66
00-0039344,Jonathon Brooks,RB,CAR,2026,1,0,0,0.0,0,,4,2,1,30,0.0588,0.082,22,23,7.2,4.88,7.2,13,68
00-0039344,Jonathon Brooks,RB,CAR,2026,2,0,0,0.0,0,,5,1,1,-6,0.0312,-0.0193,22,23,2.1,5.59,2.1,20,67
00-0039359,Cade Stover,TE,HOU,2026,1,0,0,0.0,0,,0,1,1,-2,0.027,-0.0062,32,33,0.8,1.07,0.8,24,80
00-0039361,Bucky Irving,RB,TB,2026,1,0,0,0.0,0,,8,7,7,-25,0.2593,-0.1748,20,21,20.3,14.04,20.3,35,57
00-0039361,Bucky Irving,RB,TB,2026,2,0,0,0.0,0,,17,4,4,-22,0.1212,-0.0523,25,26,13.0,14.64,13.0,51,65
00-0039364,Sione Vaki,RB,DET,2026,1,0,0,0.0,0,,2,1,1,2,0.0256,0.0097,33,37,2.8,2.63,2.8,22,76
00-0039364,Sione Vaki,RB,DET,2026,2,0,0,0.0,0,,1,1,1,1,0.0263,0.003,20,24,3.0,1.51,3.0,11,65
00-0039384,Tyrone Tracy Jr.,RB,NYG,2026,1,0,0,0.0,0,,2,0,0,0.0,0.0,0.0,37,30,-0.6,0.95,-0.6,2,67
00-0039410,Ryan Flournoy,WR,DAL,2026,1,0,0,0.0,0,,0,4,2,23,0.1333,0.0744,18,20,4.2,5.9,4.2,41,58
00-0039410,Ryan Flournoy,WR,DAL,2026,2,0,0,0.0,0,,0,6,5,8,0.1935,0.0328,21,19,7.3,9.37,7.3,42,55
00-0039424,Devaughn Vele,WR,NO,2026,1,0,0,0.0,0,,0,9,7,63,0.1731,0.1304,25,28,19.9,16.02,19.9,82,90
00-0039424,Devaughn Vele,WR,NO,2026,2,0,0,0.0,0,,0,7,5,69,0.2188,0.3239,27,25,11.4,13.01,11.4,65,68
00-0039451,Isaiah Williams,WR,NYJ,2026,1,0,0,0.0,0,,0,1,1,7,0.0435,0.0417,39,34,1.7,1.5,1.7,40,67
00-0039451,Isaiah Williams,WR,NYJ,2026,2,0,0,0.0,0,,1,6,6,2,0.1667,0.008,27,27,10.8,9.13,10.8,61,74
00-0039471,Frank Gore Jr.,RB,BUF,2026,1,0,0,0.0,0,,1,0,0,0.0,0.0,0.0,21,18,0.3,0.55,0.3,11,58
00-0039491,Jalen Coker,WR,CAR,2026,1,0,0,0.0,0,,0,9,8,124,0.2647,0.3388,22,23,33.8,16.69,33.8,57,68
00-0039491,Jalen Coker,WR,CAR,2026,2,0,0,0.0,0,,0,9,8,48,0.2812,0.1543,22,23,14.6,18.18,14.6,50,66
