player_id,name,pos,team,season,week,att,cmp,pass_epa,sacks,cpoe,car,tgt,rec,rec_ay,tgt_share,ay_share,team_car,team_rb_touch,fp_ppr,fp_exp,fp_act
00-0000865,Charlie Batch,QB,PIT,2012,12,34,20,-8.356,1,-5.732,0,0,0,0.0,0.0,0.0,20,28,2.0,8.88,1.88
00-0000865,Charlie Batch,QB,PIT,2012,13,36,25,6.71,2,8.232,0,0,0,0.0,0.0,0.0,26,30,13.0,10.84,13.04
00-0004541,Donald Driver,WR,GB,2012,2,0,0,0.0,0,,0,1,1,24,0.0312,0.1013,28,26,9.6,4.69,9.6
00-0004541,Donald Driver,WR,GB,2012,3,0,0,0.0,0,,0,1,0,10,0.0263,0.0505,21,21,0.0,3.2,0.0
00-0004541,Donald Driver,WR,GB,2012,4,0,0,0.0,0,,0,2,1,14,0.0488,0.0433,25,22,1.3,4.37,1.3
00-0004541,Donald Driver,WR,GB,2012,5,0,0,0.0,0,,0,2,1,26,0.0645,0.1024,24,19,2.4,3.33,2.4
00-0004541,Donald Driver,WR,GB,2012,7,0,0,0.0,0,,0,1,1,1,0.0278,0.0031,26,24,1.2,1.37,1.2
00-0004541,Donald Driver,WR,GB,2012,8,0,0,0.0,0,,0,2,2,8,0.0556,0.0327,26,28,9.0,4.62,9.0
00-0004541,Donald Driver,WR,GB,2012,9,0,0,0.0,0,,0,2,1,21,0.069,0.0847,39,30,2.0,3.38,2.0
00-0004541,Donald Driver,WR,GB,2012,11,0,0,0.0,0,,0,1,1,7,0.037,0.0383,29,26,2.2,1.29,2.2
00-0004541,Donald Driver,WR,GB,2012,16,0,0,0.0,0,,0,1,0,10,0.025,0.0275,35,29,0.0,1.43,0.0
00-0006101,Tony Gonzalez,TE,ATL,2012,1,0,0,0.0,0,,0,6,5,39,0.1935,0.1618,23,20,16.3,11.95,16.3
00-0006101,Tony Gonzalez,TE,ATL,2012,2,0,0,0.0,0,,0,10,7,70,0.2857,0.2536,28,21,20.0,19.5,20.0
00-0006101,Tony Gonzalez,TE,ATL,2012,3,0,0,0.0,0,,0,12,9,95,0.3077,0.3571,26,31,24.1,24.79,24.1
00-0006101,Tony Gonzalez,TE,ATL,2012,4,0,0,0.0,0,,0,5,5,29,0.125,0.0713,19,26,10.1,7.65,10.1
00-0006101,Tony Gonzalez,TE,ATL,2012,5,0,0,0.0,0,,0,14,13,88,0.2692,0.1771,28,23,31.3,25.94,31.3
00-0006101,Tony Gonzalez,TE,ATL,2012,6,0,0,0.0,0,,0,7,4,77,0.1892,0.2468,15,17,8.2,11.65,8.2
00-0006101,Tony Gonzalez,TE,ATL,2012,8,0,0,0.0,0,,0,5,3,38,0.1724,0.3248,37,38,5.9,7.22,5.9
00-0006101,Tony Gonzalez,TE,ATL,2012,9,0,0,0.0,0,,0,5,4,41,0.1471,0.1464,26,27,7.6,8.22,7.6
00-0006101,Tony Gonzalez,TE,ATL,2012,10,0,0,0.0,0,,0,15,11,113,0.2941,0.2301,18,20,35.2,37.02,35.2
00-0006101,Tony Gonzalez,TE,ATL,2012,11,0,0,0.0,0,,0,8,3,93,0.1739,0.252,24,25,6.3,11.95,6.3
00-0006101,Tony Gonzalez,TE,ATL,2012,12,0,0,0.0,0,,0,5,5,43,0.1562,0.1963,24,28,11.2,8.28,11.2
00-0006101,Tony Gonzalez,TE,ATL,2012,13,0,0,0.0,0,,0,5,4,48,0.1562,0.1584,23,23,15.8,10.45,15.8
00-0006101,Tony Gonzalez,TE,ATL,2012,14,0,0,0.0,0,,0,9,8,57,0.1837,0.136,11,17,14.1,13.57,14.1
00-0006101,Tony Gonzalez,TE,ATL,2012,15,0,0,0.0,0,,0,7,6,40,0.25,0.199,38,29,16.9,12.34,16.9
00-0006101,Tony Gonzalez,TE,ATL,2012,16,0,0,0.0,0,,0,2,1,11,0.0625,0.0407,22,24,1.9,3.38,1.9
00-0006101,Tony Gonzalez,TE,ATL,2012,17,0,0,0.0,0,,0,9,5,83,0.2045,0.247,16,19,9.1,14.61,9.1
00-0007091,Matt Hasselbeck,QB,TEN,2012,1,11,6,-2.804,0,-12.598,0,0,0,0.0,0.0,0.0,16,24,1.7,6.1,1.72
00-0007091,Matt Hasselbeck,QB,TEN,2012,4,25,17,-14.9,3,3.988,2,0,0,0.0,0.0,0.0,29,29,10.0,7.77,12.02
00-0007091,Matt Hasselbeck,QB,TEN,2012,5,43,26,0.343,2,-6.83,2,0,0,0.0,0.0,0.0,19,20,11.0,14.85,11.0
00-0007091,Matt Hasselbeck,QB,TEN,2012,6,44,25,-1.122,3,-0.739,1,0,0,0.0,0.0,0.0,22,25,13.8,20.77,13.8
00-0007091,Matt Hasselbeck,QB,TEN,2012,7,33,22,8.803,2,2.31,1,0,0,0.0,0.0,0.0,27,29,12.0,13.69,12.0
00-0007091,Matt Hasselbeck,QB,TEN,2012,8,29,22,9.725,2,11.597,2,0,0,0.0,0.0,0.0,25,25,14.4,10.36,14.44
00-0007091,Matt Hasselbeck,QB,TEN,2012,9,35,20,-12.646,2,-6.241,2,0,0,0.0,0.0,0.0,18,20,13.8,14.39,13.8
00-0007091,Matt Hasselbeck,QB,TEN,2012,10,1,0,-1.203,0,-62.252,3,0,0,0.0,0.0,0.0,37,30,-0.3,0.23,-0.3
00-0010346,Peyton Manning,QB,DEN,2012,1,26,19,14.151,2,12.784,4,0,0,0.0,0.0,0.0,27,23,20.4,14.31,20.42
00-0010346,Peyton Manning,QB,DEN,2012,2,37,24,-8.764,3,3.38,1,0,0,0.0,0.0,0.0,27,30,7.5,16.4,7.54
00-0010346,Peyton Manning,QB,DEN,2012,3,52,26,-1.109,3,-10.453,0,0,0,0.0,0.0,0.0,21,25,21.2,19.11,20.92
00-0010346,Peyton Manning,QB,DEN,2012,4,38,30,24.247,0,12.261,1,0,0,0.0,0.0,0.0,38,44,25.4,20.76,25.42
00-0010346,Peyton Manning,QB,DEN,2012,5,44,31,13.285,2,10.083,2,0,0,0.0,0.0,0.0,20,24,24.4,19.85,26.38
00-0010346,Peyton Manning,QB,DEN,2012,6,30,24,12.337,0,16.376,3,0,0,0.0,0.0,0.0,22,23,22.1,10.25,22.06
00-0010346,Peyton Manning,QB,DEN,2012,8,30,22,18.11,0,11.377,1,0,0,0.0,0.0,0.0,41,42,24.6,20.52,24.6
00-0010346,Peyton Manning,QB,DEN,2012,9,35,27,14.72,0,14.001,2,0,0,0.0,0.0,0.0,26,27,19.4,17.13,19.44
00-0010346,Peyton Manning,QB,DEN,2012,10,38,27,5.722,1,8.511,3,0,0,0.0,0.0,0.0,22,25,14.4,15.33,16.44
00-0010346,Peyton Manning,QB,DEN,2012,11,42,25,-5.758,3,0.105,0,0,0,0.0,0.0,0.0,25,31,20.8,23.26,20.8
00-0010346,Peyton Manning,QB,DEN,2012,12,37,22,12.459,2,2.295,1,0,0,0.0,0.0,0.0,24,27,17.5,15.21,17.5
00-0010346,Peyton Manning,QB,DEN,2012,13,38,27,4.587,0,5.579,2,0,0,0.0,0.0,0.0,29,31,19.2,21.54,19.18
00-0010346,Peyton Manning,QB,DEN,2012,14,36,26,8.992,3,10.746,3,0,0,0.0,0.0,0.0,39,40,14.1,22.7,14.1
00-0010346,Peyton Manning,QB,DEN,2012,15,28,17,4.579,2,7.047,0,0,0,0.0,0.0,0.0,45,45,12.2,16.07,12.16
00-0010346,Peyton Manning,QB,DEN,2012,16,43,30,18.218,0,7.796,0,0,0,0.0,0.0,0.0,32,36,23.6,21.88,23.56
00-0010346,Peyton Manning,QB,DEN,2012,17,29,23,27.24,0,20.465,0,0,0,0.0,0.0,0.0,43,42,24.2,14.56,24.16
00-0011754,Randy Moss,WR,SF,2012,1,0,0,0.0,0,,0,4,4,42,0.1538,0.2283,32,26,14.7,8.89,14.7
00-0011754,Randy Moss,WR,SF,2012,2,0,0,0.0,0,,0,1,1,13,0.0323,0.0739,27,26,2.4,1.75,2.4
00-0011754,Randy Moss,WR,SF,2012,3,0,0,0.0,0,,0,6,3,63,0.1714,0.2692,20,18,5.7,10.36,5.7
00-0011754,Randy Moss,WR,SF,2012,4,0,0,0.0,0,,0,1,0,48,0.0455,0.1569,44,34,0.0,2.59,0.0
00-0011754,Randy Moss,WR,SF,2012,5,0,0,0.0,0,,0,2,1,22,0.08,0.0909,38,29,2.1,3.4,2.1
00-0011754,Randy Moss,WR,SF,2012,6,0,0,0.0,0,,0,3,2,69,0.0811,0.189,17,17,9.5,5.01,9.5
00-0011754,Randy Moss,WR,SF,2012,7,0,0,0.0,0,,0,4,1,40,0.1739,0.2198,32,32,2.4,6.87,2.4
00-0011754,Randy Moss,WR,SF,2012,8,0,0,0.0,0,,0,1,1,6,0.0526,0.0638,29,28,11.7,1.46,11.7
00-0011754,Randy Moss,WR,SF,2012,10,0,0,0.0,0,,0,2,2,19,0.08,0.1195,34,28,3.9,3.0,3.9
00-0011754,Randy Moss,WR,SF,2012,11,0,0,0.0,0,,0,2,1,20,0.0909,0.0746,29,26,2.2,3.08,2.2
00-0011754,Randy Moss,WR,SF,2012,12,0,0,0.0,0,,0,1,0,5,0.0435,0.0287,31,27,0.0,3.66,0.0
00-0011754,Randy Moss,WR,SF,2012,13,0,0,0.0,0,,0,5,3,54,0.1613,0.2535,36,27,6.0,8.33,6.0
00-0011754,Randy Moss,WR,SF,2012,14,0,0,0.0,0,,0,4,2,79,0.1739,0.4788,28,25,5.0,6.92,5.0
00-0011754,Randy Moss,WR,SF,2012,15,0,0,0.0,0,,0,4,2,84,0.16,0.2718,39,33,11.6,9.96,11.6
00-0011754,Randy Moss,WR,SF,2012,16,0,0,0.0,0,,0,6,3,83,0.1714,0.2139,19,14,7.4,11.07,7.4
00-0011754,Randy Moss,WR,SF,2012,17,0,0,0.0,0,,0,4,2,57,0.1379,0.1606,37,33,4.8,6.88,4.8
00-0015754,Brandon Stokley,WR,DEN,2012,1,0,0,0.0,0,,0,3,2,24,0.1154,0.1106,27,23,4.6,6.23,4.6
00-0015754,Brandon Stokley,WR,DEN,2012,2,0,0,0.0,0,,0,7,3,92,0.1892,0.2921,27,30,5.7,11.45,5.7
00-0015754,Brandon Stokley,WR,DEN,2012,3,0,0,0.0,0,,0,6,6,54,0.1176,0.1149,21,25,19.3,9.46,19.3
00-0015754,Brandon Stokley,WR,DEN,2012,4,0,0,0.0,0,,0,2,2,7,0.0526,0.0332,38,44,5.2,2.81,5.2
00-0015754,Brandon Stokley,WR,DEN,2012,5,0,0,0.0,0,,0,3,2,12,0.0682,0.0323,20,24,9.0,6.13,9.0
00-0015754,Brandon Stokley,WR,DEN,2012,6,0,0,0.0,0,,0,4,4,32,0.1333,0.1517,22,23,14.8,6.78,14.8
00-0015754,Brandon Stokley,WR,DEN,2012,8,0,0,0.0,0,,0,2,2,14,0.0667,0.0598,41,42,3.9,3.15,3.9
00-0015754,Brandon Stokley,WR,DEN,2012,9,0,0,0.0,0,,0,4,3,43,0.1143,0.1552,26,27,7.3,7.09,7.3
00-0015754,Brandon Stokley,WR,DEN,2012,10,0,0,0.0,0,,0,5,4,62,0.1316,0.2168,22,25,15.4,8.74,15.4
00-0015754,Brandon Stokley,WR,DEN,2012,11,0,0,0.0,0,,0,5,4,49,0.122,0.1373,25,31,15.5,8.58,15.5
00-0015754,Brandon Stokley,WR,DEN,2012,12,0,0,0.0,0,,0,7,4,99,0.1892,0.2397,24,27,10.2,11.39,10.2
00-0015754,Brandon Stokley,WR,DEN,2012,15,0,0,0.0,0,,0,2,1,18,0.0714,0.0475,45,45,2.4,3.06,2.4
00-0015754,Brandon Stokley,WR,DEN,2012,16,0,0,0.0,0,,0,6,5,44,0.1395,0.1415,32,36,8.2,8.86,8.2
00-0015754,Brandon Stokley,WR,DEN,2012,17,0,0,0.0,0,,0,3,3,39,0.0938,0.1566,43,42,7.9,4.08,7.9
00-0019596,Tom Brady,QB,NE,2012,1,31,23,9.769,1,13.068,2,0,0,0.0,0.0,0.0,35,34,17.5,16.92,17.54
00-0019596,Tom Brady,QB,NE,2012,2,46,28,0.242,4,0.937,1,0,0,0.0,0.0,0.0,28,30,14.5,21.38,14.54
00-0019596,Tom Brady,QB,NE,2012,3,41,28,18.548,2,5.155,2,0,0,0.0,0.0,0.0,34,31,18.1,21.2,18.1
00-0019596,Tom Brady,QB,NE,2012,4,36,22,21.023,1,-0.455,1,0,0,0.0,0.0,0.0,40,43,32.0,20.45,32.0
00-0019596,Tom Brady,QB,NE,2012,5,31,23,7.32,4,8.636,4,0,0,0.0,0.0,0.0,54,52,18.7,18.2,18.72
00-0019596,Tom Brady,QB,NE,2012,6,58,36,6.577,1,1.805,0,0,0,0.0,0.0,0.0,26,32,19.8,28.15,19.8
00-0019596,Tom Brady,QB,NE,2012,7,42,26,7.535,1,3.42,0,0,0,0.0,0.0,0.0,31,36,18.4,20.55,18.36
